"Model","m","n","phi","S","MaxRank","lambda","Rule","q","p","Metric","Value"
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.584962500721156,"MidScore",0.8096666666666672
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.3219280948873626,"Top1Acceptability",0.03881372549019602
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.3219280948873626,"Top2Acceptability",0.10269607843137238
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.3219280948873626,"Gap",0.5980084442127919
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.28756218905472636
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.3219280948873626,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.3219280948873626,"MidScore",0.8736666666666671
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4.321928094887361,"Top1Acceptability",0.035656862745097995
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4.321928094887361,"Top2Acceptability",0.09242156862745082
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4.321928094887361,"Gap",0.5932921717171716
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4.321928094887361,"CondorcetEfficiency",0.2308457711442786
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4.321928094887361,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4.321928094887361,"MidScore",0.9051666666666671
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.15200309344505,"Top1Acceptability",0.04433333333333327
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.15200309344505,"Top2Acceptability",0.1635098039215684
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.15200309344505,"Gap",0.681868489440892
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.15200309344505,"CondorcetEfficiency",0.5644028103044496
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.15200309344505,"CondorcetExistRate",0.427
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.15200309344505,"MidScore",0.7153333333333335
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.584962500721156,"Top1Acceptability",0.025784313725490168
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.584962500721156,"Top2Acceptability",0.08467647058823517
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.584962500721156,"Gap",0.6624151370328544
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.584962500721156,"CondorcetEfficiency",0.3711943793911007
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.584962500721156,"CondorcetExistRate",0.427
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,1.584962500721156,"MidScore",0.8446666666666672
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,2.3219280948873626,"Top1Acceptability",0.02221568627450978
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,2.3219280948873626,"Top2Acceptability",0.06887254901960776
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,2.3219280948873626,"Gap",0.6344535353535352
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.2892271662763466
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,2.3219280948873626,"CondorcetExistRate",0.427
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,2.3219280948873626,"MidScore",0.9086666666666671
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,4.321928094887361,"Top1Acceptability",0.020088235294117632
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,4.321928094887361,"Top2Acceptability",0.05958823529411757
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,4.321928094887361,"Gap",0.6180088383838384
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,4.321928094887361,"CondorcetEfficiency",0.2224824355971897
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,4.321928094887361,"CondorcetExistRate",0.427
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"SDM",,4.321928094887361,"MidScore",0.9455000000000003
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.15200309344505,"Top1Acceptability",0.018480392156862736
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.15200309344505,"Top2Acceptability",0.11267647058823517
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.15200309344505,"Gap",0.7928476399084007
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.15200309344505,"CondorcetEfficiency",0.27287853577371046
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.15200309344505,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.15200309344505,"MidScore",0.7488333333333336
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.584962500721156,"Top1Acceptability",0.006549019607843139
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.584962500721156,"Top2Acceptability",0.050754901960784256
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.584962500721156,"Gap",0.7384853080494383
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.584962500721156,"CondorcetEfficiency",0.13976705490848584
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.584962500721156,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.584962500721156,"MidScore",0.8646666666666671
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.3219280948873626,"Top1Acceptability",0.004117647058823529
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.3219280948873626,"Top2Acceptability",0.032882352941176446
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.3219280948873626,"Gap",0.6466821428571428
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.08236272878535773
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.3219280948873626,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.3219280948873626,"MidScore",0.9433333333333336
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4.321928094887361,"Top1Acceptability",0.003137254901960783
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4.321928094887361,"Top2Acceptability",0.024921568627450957
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4.321928094887361,"Gap",0.599613492063492
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4.321928094887361,"CondorcetEfficiency",0.045757071547420966
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4.321928094887361,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4.321928094887361,"MidScore",0.9831666666666667
